,Headline,Source,Sentiment,Positive_score,Neutral_score,Negative_score,Key_words
19,Lira falls after Erdogan calls interest rates 'mother of all evil',Financial Times,NEUTRAL,0.009799686260521412,0.6348767876625061,0.342434823513031,"['Lira', 'Erdogan', 'interest rates', ""'mother"", 'all evil']"
20,"Putin, Erdogan stress preservation of Iran nuclear deal",Pakistan Today,NEUTRAL,0.005562703125178814,0.9472337365150452,0.04504283890128136,"['Putin', 'Erdogan', 'preservation']"
21,Arab journalists see Turkey's early polls 'important',Anadolu Agency,NEUTRAL,0.012804469093680382,0.9772353768348694,0.008833040483295918,"['Arab journalists', 'Turkey', 'early polls', ""'important""]"
22,"Turkish president slams interest lobby, credit agencies",Anadolu Agency,NEUTRAL,0.005150871351361275,0.9185193777084351,0.07357784360647202,"['Turkish president', 'interest lobby']"
23,Turkish lira continues dive; ruble ticks up,Asia Times,NEUTRAL,0.0455583818256855,0.8671141266822815,0.08115202188491821,"['Turkish lira', 'dive', 'ruble']"
24,Turkey will continue to trade with Iran,Ahval,NEUTRAL,0.09026221185922623,0.8132665157318115,0.08861097693443298,['Turkey']
25,"Turkish election not fair, jailed presidential hopeful says",The Daily Star,NEUTRAL,0.0030142581090331078,0.9136759638786316,0.08093427121639252,"['Turkish election', 'jailed presidential hopeful']"
26,'We are bored!' becomes the new 'TAMAM' for Turkish opposition on Twitter,Stockholm Center for Freedom,NEGATIVE,0.0071879904717206955,0.44166916608810425,0.5411440134048462,"['the new', ""'TAMAM"", 'Turkish opposition']"
27,Lira falls after Erdogan calls interest rates 'mother of all evil' - FT,Ahval,NEUTRAL,0.00804868619889021,0.7815903425216675,0.20125608146190643,"['Lira', 'Erdogan', 'interest rates', ""'mother"", 'all evil']"
28,ErdoÙan says youth will lead way in next term,Daily Sabah,NEUTRAL,0.013732338324189186,0.9361364245414734,0.04748958721756935,"['Erdo\x80Ùan', 'youth']"
29,"'Interest rates are mother of all evil,' says ErdoÙan",Hurriyet Daily News,NEUTRAL,0.004947971552610397,0.9198676347732544,0.07177609950304031,"['Interest rates', 'mother', 'all evil']"
30,'Strong Tehran means strong Ankara': Turkey vows to maintain trade with Iran,RT,NEUTRAL,0.007878159172832966,0.9276484251022339,0.061667997390031815,"['Strong Tehran', 'strong Ankara', 'Turkey', 'trade']"
31,CHP's ¡nce rejects to use presidential powers if elected,Hurriyet Daily News,NEUTRAL,0.0028622811660170555,0.9725636839866638,0.02354223094880581,"['CHP', '\x80¡nce', 'presidential powers']"
32,Turkish presidential candidate pledges technological solutions,Ahval,NEUTRAL,0.005276170093566179,0.9914444088935852,0.002983429469168186,['Turkish presidential candidate']
33,Foreign exchange rates to stabilize soon: Turkish minister,Hurriyet Daily News,NEUTRAL,0.0033657101448625326,0.9928808212280273,0.0034291157498955727,['Foreign exchange rates']
34,Turkey's president addresses young ruling party members,Anadolu Agency,NEUTRAL,0.006053328048437834,0.9809558987617493,0.012097307480871677,"['Turkey', 'president', 'young ruling']"
35,"Recep Tayyip Erdogan, Vladimir Putin say US 'wrong' to abandon Iran nuclear deal",Times of India,NEUTRAL,0.0031737901736050844,0.9520940184593201,0.04253077507019043,"['Recep Tayyip Erdogan', 'Vladimir Putin']"
36,Lira Slumps After Turkey's Tayyip Erdogan Says Interest Rates 'evil',UrduPoint News,NEUTRAL,0.008092288859188557,0.8434550166130066,0.14266489446163177,"['Lira Slumps', 'Turkey', 'Tayyip Erdogan', 'Interest Rates', ""'evil""]"
37,"Erdogan, Putin say US 'wrong' to abandon Iran nuclear deal",Ahram Online,NEUTRAL,0.004338160157203674,0.9302467703819275,0.062143273651599884,"['Erdogan', 'Putin']"
38,Turkish lira weakens to 4.3 against dollar after Erdogan comments,Panorama.am,NEUTRAL,0.013616606593132019,0.8809221982955933,0.09872013330459595,"['Turkish lira', '4.3', 'dollar']"
39,Turkey to continue trade with Iran - Nihat Zeybekci,Trend News Agency,NEUTRAL,0.014168945141136646,0.9348084926605225,0.04867161437869072,"['Turkey', 'trade']"
40,"ErdoÙan's UK visit 'to boost ties,' says British envoy",Hurriyet Daily News,NEUTRAL,0.008875192143023014,0.9810928702354431,0.008996529504656792,"['Erdo\x80Ùan', 'UK visit', 'ties']"
41,"'Turkey strong in terms of economic depth, volume'",Anadolu Agency,NEUTRAL,0.13083422183990479,0.7976439595222473,0.06463204324245453,"['Turkey', 'terms', 'economic depth', 'volume']"
42,Presidential candidate jailed in Turkey could be ÛÏKurdish MandelaÛ ÛÒ analyst,Ahval,NEUTRAL,0.005432772450149059,0.9772670269012451,0.015475229360163212,"['Presidential candidate', 'Turkey', '\x89ÛÏKurdish Mandela\x89Û\x9d \x89ÛÒ']"
43,"Turkey to continue trade with Iran complying UN resolutions, economy minister says",Daily Sabah,NEUTRAL,0.009889152832329273,0.8296587467193604,0.15470142662525177,"['Turkey', 'trade', 'Iran', 'UN resolutions', 'economy minister']"
44,Turkey: Six candidates to run for presidency,Brinkwire (press release),NEUTRAL,0.007976092398166656,0.9577218294143677,0.031521618366241455,"['Turkey', 'Six candidates']"
45,Turkey to continue trade with Iran,vestnik kavkaza,NEUTRAL,0.03464742749929428,0.8159961104393005,0.1431458294391632,"['Turkey', 'trade']"
46,"ANKARA, Turkey | Turkish election not fair, says jailed presidential hopeful",STL.News (blog),NEUTRAL,0.002181589836254716,0.9409878849983215,0.055323220789432526,"['ANKARA, Turkey | Turkish election']"
47,Turkish polymers players' concerns mount after US withdrawal from Iran deal,ICIS,NEUTRAL,0.009081333875656128,0.9643674492835999,0.024732040241360664,"['Turkish polymers players', ""' concerns"", 'US withdrawal']"
48,"Russian strongman spoke to Erdogan 20 times, double that of other world leaders",The News International (blog),NEUTRAL,0.028020793572068214,0.8694872856140137,0.09362246096134186,"['Russian strongman', 'Erdogan 20 times']"
49,Turkish President Recep Tayyip Erdogan to visit UK this weekend,Brinkwire (press release),NEUTRAL,0.005273588001728058,0.984718918800354,0.009137636050581932,"['Turkish President Recep Tayyip Erdogan', 'UK']"
50,May rolls out red carpet for ErdoÙan despite opposition,Ahval,NEUTRAL,0.013809124939143658,0.9364266395568848,0.04679808020591736,"['red carpet', 'Erdo\x80Ùan']"
51,ErdoÙan called snap vote seeing Iran war - columnist,Ahval,NEUTRAL,0.02840999700129032,0.9539082646369934,0.014407052658498287,"['Erdo\x80Ùan', 'snap vote']"
52,UK prepares to roll out the red carpet for Erdogan,Financial Times,NEUTRAL,0.02501487173140049,0.9565923810005188,0.01631578616797924,"['UK', 'the red carpet']"
53,ErdoÙan decree plan sparks opposition protest,Ahval,NEUTRAL,0.016212740913033485,0.9538417458534241,0.027286922559142113,['Erdo\x80Ùan decree plan']
54,Erdogan to foreign rating agencies: 'Greece has gone bankrupt but still gets loans',Independent Balkan News Agency,NEUTRAL,0.02120908536016941,0.9037200808525085,0.05886805057525635,"['Erdogan', 'foreign rating agencies', 'Greece', 'bankrupt', 'loans']"
55,Erdogan adviser says nobody should worry about Turkey central bank steps,Reuters,NEUTRAL,0.014337893575429916,0.9421637654304504,0.03838161379098892,['Erdogan adviser']
56,"Putin, Erdogan agree to coordinate steps on Iranian nuclear deal ÛÓ Kremlin",AzerNews,NEUTRAL,0.004929136484861374,0.9820556044578552,0.011761525645852089,"['Putin', 'Erdogan', 'steps', 'Iranian nuclear deal \x89ÛÓ']"
57,Erdogan agrees with Putin that US withdrawal from Iran nuclear deal was 'a mistake' ÛÒ source,RT,NEUTRAL,0.0028776698745787144,0.8633895516395569,0.12818318605422974,"['Erdogan', 'Putin', 'US withdrawal', 'Iran nuclear deal', 'a mistake']"
58,Turkey's economic goose may be cooked,MoneyWeek,NEUTRAL,0.031090889126062393,0.9249660968780518,0.03956888988614082,"['Turkey', 'economic goose']"
59,Erdogan receives opposition CHP presidential candidate,Brinkwire (press release),NEUTRAL,0.004967924673110247,0.9886599779129028,0.005893365480005741,"['Erdogan', 'opposition']"
60,12 Reasons Turkey Should Be Expelled From NATO,FrontPage Magazine,NEUTRAL,0.014961122535169125,0.9210250973701477,0.060201048851013184,"['12 Reasons Turkey', 'Expelled']"
61,"If The EU Actually Wants to Preserve the JCPOA Against US Wishes, European Leaders Must Learn From Turkey and ...",http://www.eurasiafuture.com/ (blog),NEUTRAL,0.024025676771998405,0.917924702167511,0.048644401133060455,"['The EU', 'the JCPOA', 'US Wishes', 'European Leaders Must Learn', 'Turkey']"
62,Turkey To Be Hard Hit By US Sanctions Against Iran: Analysts,UrduPoint News,NEUTRAL,0.010714385658502579,0.9137551188468933,0.06886091828346252,"['Turkey', 'Hard Hit', 'US Sanctions', 'Iran']"
63,Turkey's Divide,BloombergQuint,NEUTRAL,0.026079470291733742,0.9280443787574768,0.04300084337592125,['Turkey']
64,Turkey's Tayyip Erdogan and Russia's Vladimir Putin say US wrong to quit Iran deal,The Hans India,NEUTRAL,0.006571321748197079,0.9173338413238525,0.07060017436742783,"['Turkey', 'Tayyip Erdogan and Russia', 'Vladimir Putin']"
65,Qatar- Turkish opposition candidate promises focus on education,MENAFN.COM,NEUTRAL,0.005986100994050503,0.9905551075935364,0.003061846597120166,"['Qatar- Turkish opposition candidate', 'focus']"
66,"Social media platforms are ablaze as Turks say ""enough"" to President Erdogan",IFEX,NEUTRAL,0.005545967258512974,0.966745138168335,0.02468138001859188,"['Social media platforms', 'Turks']"
67,Rights Workers Fear Tougher NGO Crackdown in Turkey,Voice of America,NEUTRAL,0.019156845286488533,0.917506217956543,0.05954178050160408,['Rights Workers Fear Tougher NGO Crackdown']
68,A lot of victims in Turkey attacked the headquarters of an opposition party,Brinkwire (press release),NEUTRAL,0.012167884968221188,0.9679773449897766,0.018108772113919258,"['A lot', 'victims', 'Turkey', 'the headquarters']"
69,Ankara vows to help resist US sanctions on Iran,Al-Monitor,NEUTRAL,0.007897580973803997,0.9813231229782104,0.009879558347165585,"['Ankara', 'US sanctions']"
70,"Turkish, Russian Prez discuss JCPOA over phone",ANI News,NEUTRAL,0.007730331737548113,0.951845109462738,0.03877026587724686,"['Turkish, Russian Prez', 'JCPOA']"
71,ErdoÙan's Istanbul Manifesto,Daily Sabah,NEUTRAL,0.025177665054798126,0.9673586487770081,0.006396533455699682,['Erdo\x80Ùan']
72,Some facts about Turkish democracy,Daily Sabah,NEUTRAL,0.013025635853409767,0.9194409847259521,0.06423908472061157,['Some facts']
73,Will the enemy of the Kurds be their 'hope?',Daily Sabah,NEUTRAL,0.041068267077207565,0.8968406319618225,0.0568411611020565,"['the enemy', 'the Kurds', ""'hope""]"
74,Basic approaches to Turkey's economy in the new era,Daily Sabah,NEUTRAL,0.028719117864966393,0.925320029258728,0.04197520762681961,"['Basic', 'Turkey', 'economy']"
75,Lira slumps after Turkey's Erdogan says interest rates 'evil',MENAFN.COM,NEUTRAL,0.008116579614579678,0.8364378213882446,0.14980293810367584,"['Lira slumps', 'Turkey', 'Erdogan', 'interest rates', ""'evil""]"
76,"Opposition presidential candidate ¡nce vows 'peace, development and sharing' in Turkey's southeast",Hurriyet Daily News,NEUTRAL,0.0037515885196626186,0.9942622184753418,0.0017431239830330014,"['Opposition presidential candidate \x80¡nce vows', ""'peace, development and sharing"", 'Turkey']"
77,Press agenda on May 11,www.worldbulletin.net,NEUTRAL,0.008759344927966595,0.9768661856651306,0.013576923869550228,['agenda']
78,President Erdogan marks Europe Day,Brinkwire (press release),NEUTRAL,0.024477366358041763,0.9125881791114807,0.0591965951025486,['President Erdogan']
79,Six candidates approved to contest Turkey's presidential election,TRT World,NEUTRAL,0.0029858178459107876,0.9896552562713623,0.006862581707537174,"['Six candidates', 'Turkey']"
80,Social media platforms are ablaze as Turks say ÛÏenoughÛ to President Erdogan,Global Voices Online,NEUTRAL,0.004352971445769072,0.9719882011413574,0.021456291899085045,"['Social media platforms', 'Turks', '\x89ÛÏenough\x89Û\x9d']"
81,"Turkey's ErdoÙan to Visit London and Meet Queen, PM May This Weekend",Breitbart News,NEUTRAL,0.03280837461352348,0.9632331728935242,0.0028791199438273907,"['Turkey', 'Erdo\x80Ùan', 'London', 'Queen, PM May']"
82,Turkish economy officials to meet international investors in London,Hurriyet Daily News,NEUTRAL,0.002534279366955161,0.9950059056282043,0.0022604679688811302,"['Turkish economy officials', 'international investors']"
83,"Erdogan may decide to release two Greek soldiers, says minister",www.ekathimerini.com,NEUTRAL,0.003097567707300186,0.9894319772720337,0.0069478037767112255,"['Erdogan', 'two Greek soldiers']"
84,Turks tweet #enough to Erdogan,European Interest,NEUTRAL,0.00794240552932024,0.9754971265792847,0.01563115231692791,['Turks']
85,US withdrawal from nuclear deal 'not right': Erdogan,Anadolu Agency,NEUTRAL,0.005255396477878094,0.9574472308158875,0.035091619938611984,"['US withdrawal', 'nuclear deal', ""'not right""]"
86,"Main opposition candidate offers his solution for Turkey's ""Kurdish Problem""",Ahval,NEUTRAL,0.008298253640532494,0.9740142226219177,0.015083740465342999,"['Main opposition candidate', 'his solution', 'Turkey', '""Kurdish Problem']"
87,"Erdogan, Rouhani mull US withdrawal from nuclear deal with Iran",Trend News Agency,NEUTRAL,0.005335421301424503,0.9837273359298706,0.009923763573169708,"['Erdogan', 'Rouhani', 'US withdrawal', 'nuclear deal']"
88,'Free Turkey Media' protest called during ErdoÙan visit to London,Ahval,NEUTRAL,0.005827206652611494,0.9744340181350708,0.01815110817551613,"['Free Turkey Media', ""' protest"", 'Erdo\x80Ùan visit']"
89,"Erdogan, allies expected to win parliament majority in June snap elections: Poll",PRESSTV,NEUTRAL,0.0028469590470194817,0.9894810914993286,0.0067809224128723145,"['Erdogan', 'allies', 'parliament majority', 'June snap elections']"
90,Turkey's Erdogan tells Iran's Rouhani that US decision on nuclear deal wrong - Turkish source,The Daily Star,NEUTRAL,0.003138540545478463,0.9800857901573181,0.015257060527801514,"['Turkey', 'Erdogan', 'Iran', 'Rouhani', 'US decision', 'nuclear deal']"
91,Turkish President ErdoÙan to visit UK next week,Hurriyet Daily News,NEUTRAL,0.0050590368919074535,0.9768825769424438,0.016757400706410408,"['Turkish President Erdo\x80Ùan', 'UK']"
92,Erdogan Challengers Decry Media Blackout Before Election,New Delhi Times,NEUTRAL,0.004266968462616205,0.9753663539886475,0.019144346937537193,['Erdogan Challengers Decry Media Blackout']
93,Amnesty calls on UK to keep human rights in Turkey a priority ahead of presidential visit,Amnesty International UK,NEUTRAL,0.018189813941717148,0.9291618466377258,0.049350153654813766,"['Amnesty', 'UK', 'human rights', 'Turkey', 'a priority']"
94,Names of Turkish presidential candidates announced,Trend News Agency,NEUTRAL,0.007003646343946457,0.989287257194519,0.0033315876498818398,"['Names', 'Turkish presidential candidates']"
95,'Intense Pressure' May Force Erdogan to Free Greek Soldiers,Greek Reporter,NEUTRAL,0.021024398505687714,0.9712597131729126,0.006829381454735994,"['Intense Pressure', ""' May Force Erdogan""]"
96,Six Candidates Compete for Turkey's June Presidential Elections,Al-Bawaba,NEUTRAL,0.0039895507507026196,0.99280846118927,0.0028755750972777605,"['Six Candidates Compete', 'Turkey', 'June Presidential']"
97,Putin and Erdogan discussed the US withdrawal from the ÛÏnuclear agreementÛ with Iran,The Koz Times,NEUTRAL,0.004871946759521961,0.9506896734237671,0.04151436686515808,"['Putin and Erdogan', 'the US withdrawal', 'the \x89ÛÏnuclear agreement\x89Û\x9d']"
98,Erdogan: Trump declared 'economic war' by cancelling Iran deal,Middle East Monitor,NEUTRAL,0.0028133078012615442,0.8971256017684937,0.09702275693416595,"['Erdogan', 'Trump', 'economic war']"
99,[Premium] Turkey Plans to Keep Iran Trade As Is,Natural Gas World,NEUTRAL,0.010188886895775795,0.9295287132263184,0.05657079443335533,"['[Premium] Turkey Plans', 'Iran Trade']"
100,"Poll sees Turkey's AK Party, allies winning parliament majority in June vote",Investing.com,NEUTRAL,0.0032210485078394413,0.9950951337814331,0.0014141041319817305,"['Poll', 'Turkey', 'AK Party', 'allies', 'parliament majority']"
101,Thousands Say 'That's Enough' To Turkey's Erdogan On Twitter,Yeshiva World News,NEUTRAL,0.019573302939534187,0.9705796241760254,0.008681892417371273,"['Thousands', 'Turkey', 'Erdogan']"
102,RSF launches campaign to protest Turkey's ErdoÙan during UK visit,Stockholm Center for Freedom,NEUTRAL,0.008471919223666191,0.9755519032478333,0.014410147443413734,"['RSF', 'campaign', 'Turkey', 'Erdo\x80Ùan']"
103,Turkey: US decision on Iran deal to cause instability,Brinkwire (press release),NEUTRAL,0.007105197757482529,0.9610958695411682,0.029168693348765373,"['Turkey', 'US decision', 'Iran deal']"
104,ErdoÙan's election manifesto: prizes for all,Ahval,NEUTRAL,0.03137259557843208,0.910437285900116,0.05292900279164314,"['Erdo\x80Ùan', 'election manifesto', 'prizes']"
105,US withdrawal from Iran nuke deal 'worrying',Brinkwire (press release),NEUTRAL,0.020047903060913086,0.9147115349769592,0.06079380586743355,"['US withdrawal', 'Iran nuke deal', ""'worrying""]"
106,Erdogan: The US will lose for withdrawing from Iran deal,Arutz Sheva,NEUTRAL,0.006100969389081001,0.9527308344841003,0.03699927777051926,"['Erdogan', 'The US']"
107,Russians to be able to use rubles in Turkey,vestnik kavkaza,NEUTRAL,0.038801245391368866,0.8713170886039734,0.08184530586004257,"['Russians', 'rubles']"
108,Any new US sanctions on Iran violate resolution 2231,Mehr News Agency - English Version,NEUTRAL,0.008482571691274643,0.9802613258361816,0.010319436900317669,"['Any new US sanctions', 'Iran']"
109,Six candidates to run for Turkey's presidential election,Yeni _afak English,NEUTRAL,0.004226975608617067,0.9815678000450134,0.013189103454351425,"['Six candidates', 'Turkey', 'presidential']"
110,Turkey's elections: the latest updates,TRT World,NEUTRAL,0.005639189854264259,0.9796776175498962,0.01363591942936182,"['Turkey', 'elections']"
111,US will lose from decision to withdraw from Iran nuclear deal: ErdoÙan,Hurriyet Daily News,NEUTRAL,0.002737170085310936,0.9252012372016907,0.06955317407846451,"['decision', 'Iran nuclear deal']"
112,Picking Up the Pieces in Iran,Bloomberg,NEUTRAL,0.023071013391017914,0.7551205158233643,0.21513627469539642,['the Pieces']
113,Turkey to continue trade with Iran despite US sanctions,vestnik kavkaza,NEUTRAL,0.012798678129911423,0.8549273014068604,0.12773169577121735,"['Turkey', 'trade', 'Iran']"
114,Turkey opposition candidate visits jailed Kurdish leader,Digital Journal,NEUTRAL,0.011855849996209145,0.9810832142829895,0.00646921107545495,['Turkey opposition candidate']
115,Demirtas praises opposition leader's 'solidarity',Rudaw,NEUTRAL,0.06757304072380066,0.9129423499107361,0.01572406105697155,"['Demirtas', 'opposition leader', 'solidarity']"
116,Putin Warns of 'Fragile' World a Day After Trump Exits Iran Deal,Bloomberg,NEUTRAL,0.019712824374437332,0.7094671130180359,0.2537105679512024,"['Putin Warns', 'Fragile', ""' World"", 'a Day', 'Trump Exits Iran']"
117,"US will lose after opting out of Iran nuclear deal, ErdoÙan says",Daily Sabah,NEUTRAL,0.006626756861805916,0.8639229536056519,0.12313395738601685,"['Iran nuclear deal', 'Erdo\x80Ùan']"
118,"Turkey to closely monitor United States sanctions on Iran, Presidential Spox Kal±n says","10,000 Couples",NEUTRAL,0.0018642955692484975,0.9601579308509827,0.03688224405050278,"['Turkey', 'United States sanctions', 'Iran', 'Presidential Spox Kal\x80±n']"
119,ErdoÙan says 'US will be the one to lose' in quitting Iran deal,Yeni _afak English,NEUTRAL,0.009596165269613266,0.8316610455513,0.15184631943702698,"['Erdo\x80Ùan', 'the one']"
120,United States Will 'Lose' Over Iran Deal Pullout - Erdogan,ClickLancashire,NEUTRAL,0.0032557365484535694,0.9282543659210205,0.06639694422483444,"['United States Will', ""'Lose"", 'Iran Deal Pullout']"
121,US First Side to Lose after Iran Deal Withdrawal: Erdogan,IFP News,NEUTRAL,0.007334497291594744,0.9207446575164795,0.06666537374258041,"['US First Side', 'Iran Deal Withdrawal']"
122,"AFP: Putin speaks with Merkel, Erdogan in bid to keep Iran deal",Focus News,NEUTRAL,0.003686369862407446,0.9589632749557495,0.034377723932266235,"['AFP', 'Putin', 'Merkel, Erdogan', 'bid']"
123,"Russia's Putin, Germany's Merkel discuss Iran nuclear deal: Kremlin",The Hans India,NEUTRAL,0.003337279660627246,0.9736734628677368,0.021480007097125053,"['Russia', 'Putin', 'Germany', 'Merkel', 'Iran nuclear deal']"
124,"After Argentina, watch out for Turkey's banks ÛÒ FT",Ahval,NEUTRAL,0.012643687427043915,0.9790880680084229,0.007406786549836397,"['Argentina', 'Turkey', 'banks']"
125,Turkish lira eases against dollar after strong rebound,Nasdaq,NEUTRAL,0.07062989473342896,0.666965126991272,0.21705418825149536,"['Turkish lira', 'dollar']"
126,New F-35 fighter jets to be stationed in eastern Turkey's Malatya,Daily Sabah,NEUTRAL,0.005626847967505455,0.9881771206855774,0.005695676431059837,"['New F-35 fighter jets', 'eastern Turkey']"
127,US will lose from ending Iran deal: Turkey's president,Brinkwire (press release),NEUTRAL,0.007425772491842508,0.774633526802063,0.2078464776277542,"['Iran deal', 'Turkey']"
128,"Putin, Erdogan Agree Trump Was 'Wrong' on Iran Nuclear Deal",teleSUR English,NEUTRAL,0.0053981696255505085,0.8225576281547546,0.1651751697063446,"['Putin', 'Erdogan Agree Trump', 'Wrong']"
129,Pro-government Turkish daily insults 'TAMA M' Twitter protestors,Stockholm Center for Freedom,NEUTRAL,0.004963971674442291,0.9906885623931885,0.003969119396060705,"['Pro-government Turkish daily insults', ""'TAMA M""]"
130,Rouhani urges efforts against US 'unilateralism' in phone call with Erdogan,PRESSTV,NEUTRAL,0.006847768556326628,0.9586504101753235,0.032188329845666885,"['Rouhani', 'efforts', ""'unilateralism"", 'phone call']"
131,ErdoÙan discusses nuclear deal with Iran's Rouhani,Daily Sabah,NEUTRAL,0.005458594765514135,0.9803714156150818,0.013168192468583584,"['Erdo\x80Ùan', 'nuclear deal', 'Iran']"
132,Erdogan views Kosovo as a neo-Ottoman Vassal State,New Eastern Europe,NEUTRAL,0.007536720018833876,0.9898653626441956,0.0022071709390729666,"['Erdogan', 'Kosovo', 'a neo-Ottoman Vassal']"
133,Turkish President to Visit UK,The Speaker,NEUTRAL,0.005547740962356329,0.9736737012863159,0.0196980033069849,['Turkish President']
134,Daring missile strike by Iran signals it Might Eventually Become more Competitive and do Whatever it can to skirt US ...,Independent Recorder,NEUTRAL,0.04559067636728287,0.6932247281074524,0.24539931118488312,"['Daring missile strike', 'Iran', 'more Competitive']"
135,Merkel stresses Germany's support for Iran nuclear deal,ClickLancashire,NEUTRAL,0.005426754709333181,0.9680808186531067,0.02525852620601654,"['Merkel', 'Germany', 'support']"
136,"Putin, Erdogan discuss situation over Iranian deal",Information-Analytic Agency NEWS.am,NEUTRAL,0.0070137325674295425,0.9621729850769043,0.029169416055083275,"['Putin', 'Erdogan', 'situation']"
